n1,n2,weight,t
17,14,0.761014686,8
17,10,0.152202937,8
17,11,0.608811749,8
5,9,0.608811749,8
5,14,1.522029373,8
5,10,0.152202937,8
5,4,0.152202937,8
5,6,0.152202937,8
5,12,1.369826435,8
5,15,1.369826435,8
9,10,0.761014686,8
9,11,2.891855808,8
9,3,0.456608812,8
9,4,1.826435247,8
9,6,1.369826435,8
9,12,4.566088118,8
9,15,1.065420561,8
14,3,0.152202937,8
14,4,0.761014686,8
14,12,0.152202937,8
14,15,0.304405875,8
10,11,3.957276369,8
10,4,0.456608812,8
10,6,0.304405875,8
10,12,3.34846462,8
10,15,0.913217624,8
11,3,0.761014686,8
11,4,0.152202937,8
11,6,1.217623498,8
11,12,0.456608812,8
11,15,0.761014686,8
3,6,0.152202937,8
3,12,2.587449933,8
3,15,1.217623498,8
4,12,0.608811749,8
4,15,0.152202937,8
12,15,2.739652871,8
1,2,0.053064583,9
1,13,1.220485397,9
1,18,1.008227067,9
1,7,0.053064583,9
1,20,0.159193747,9
1,17,0.053064583,9
1,5,0.159193747,9
1,9,0.159193747,9
1,14,1.06129165,9
1,10,0.053064583,9
1,3,0.477581242,9
1,6,0.053064583,9
1,12,0.159193747,9
2,8,0.318387495,9
2,13,2.122583299,9
2,18,0.795968737,9
2,7,0.053064583,9
2,20,0.159193747,9
2,5,5.57178116,9
2,9,2.228712464,9
2,14,5.094199918,9
2,10,3.077745784,9
2,11,2.706293706,9
2,3,7.747429042,9
2,6,0.265322912,9
2,12,0.84903332,9
2,15,0.106129165,9
8,13,0.318387495,9
8,18,0.159193747,9
8,7,0.106129165,9
8,5,1.114356232,9
8,9,1.910324969,9
8,14,1.432743727,9
8,10,0.21225833,9
8,11,1.432743727,9
8,3,1.326614562,9
8,4,0.477581242,9
8,6,1.06129165,9
8,12,0.477581242,9
8,15,0.21225833,9
13,18,1.645002057,9
13,20,0.106129165,9
13,17,0.159193747,9
13,14,0.63677499,9
13,10,0.318387495,9
13,11,0.84903332,9
13,4,0.265322912,9
13,6,0.371452077,9
13,12,0.053064583,9
13,15,0.159193747,9
18,7,0.371452077,9
18,16,0.21225833,9
18,20,0.583710407,9
18,17,0.159193747,9
18,14,0.530645825,9
18,10,0.265322912,9
18,11,0.053064583,9
18,4,0.318387495,9
18,6,0.583710407,9
18,12,0.318387495,9
18,15,0.265322912,9
7,20,0.106129165,9
7,17,0.21225833,9
7,5,0.106129165,9
7,9,0.21225833,9
7,14,1.008227067,9
7,10,0.265322912,9
7,11,2.228712464,9
7,3,1.591937474,9
7,4,0.477581242,9
7,6,2.653229124,9
7,12,2.812422871,9
7,15,1.645002057,9
16,15,0.42451666,9
16,6,0.159193747,9
16,4,0.159193747,9
16,20,0.42451666,9
20,17,0.742904155,9
20,14,0.106129165,9
20,11,0.053064583,9
20,4,0.265322912,9
20,12,0.053064583,9
20,15,0.42451666,9
17,14,0.053064583,9
17,4,0.21225833,9
17,6,0.159193747,9
5,9,6.367749897,9
5,14,1.273549979,9
5,10,1.538872892,9
5,11,4.404360346,9
5,3,1.273549979,9
5,6,0.053064583,9
5,12,0.742904155,9
5,15,0.053064583,9
9,14,1.485808309,9
9,10,5.624845743,9
9,11,3.555327026,9
9,3,6.155491567,9
9,4,0.053064583,9
9,6,0.159193747,9
9,12,0.21225833,9
9,15,0.106129165,9
14,10,0.689839572,9
14,11,0.63677499,9
14,3,1.220485397,9
14,4,0.21225833,9
14,6,0.530645825,9
14,12,4.139037433,9
14,15,0.159193747,9
10,11,2.122583299,9
10,3,0.530645825,9
10,4,0.21225833,9
10,6,0.63677499,9
10,12,0.477581242,9
11,3,1.804195804,9
11,4,0.530645825,9
11,6,0.477581242,9
11,12,1.751131222,9
11,15,0.159193747,9
3,4,0.371452077,9
3,6,2.228712464,9
3,12,0.84903332,9
3,15,0.530645825,9
4,6,0.583710407,9
4,12,0.053064583,9
4,15,0.318387495,9
6,12,2.228712464,9
6,15,1.273549979,9
12,15,0.42451666,9
